Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5064","Crop Residues","2019","2019","3050","FAO TIER 1","kt","48.4166","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5064","Crop Residues","2020","2020","3050","FAO TIER 1","kt","50.7709","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5064","Crop Residues","2021","2021","3050","FAO TIER 1","kt","51.6398","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5064","Crop Residues","2022","2022","3050","FAO TIER 1","kt","53.4542","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1961","1961","3050","FAO TIER 1","kt","206.1854","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1962","1962","3050","FAO TIER 1","kt","217.6037","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1963","1963","3050","FAO TIER 1","kt","241.7681","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1964","1964","3050","FAO TIER 1","kt","271.6862","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1965","1965","3050","FAO TIER 1","kt","300.0436","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1966","1966","3050","FAO TIER 1","kt","260.1551","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1967","1967","3050","FAO TIER 1","kt","278.7529","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1968","1968","3050","FAO TIER 1","kt","289.6535","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1969","1969","3050","FAO TIER 1","kt","300.1606","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1970","1970","3050","FAO TIER 1","kt","323.4466","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1971","1971","3050","FAO TIER 1","kt","309.4693","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1972","1972","3050","FAO TIER 1","kt","294.4593","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1973","1973","3050","FAO TIER 1","kt","311.4723","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1974","1974","3050","FAO TIER 1","kt","303.0308","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1975","1975","3050","FAO TIER 1","kt","344.6953","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1976","1976","3050","FAO TIER 1","kt","432.4049","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1977","1977","3050","FAO TIER 1","kt","389.2462","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1978","1978","3050","FAO TIER 1","kt","365.3035","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1979","1979","3050","FAO TIER 1","kt","354.1675","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1980","1980","3050","FAO TIER 1","kt","405.5542","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1981","1981","3050","FAO TIER 1","kt","396.3711","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1982","1982","3050","FAO TIER 1","kt","391.3617","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1983","1983","3050","FAO TIER 1","kt","331.8319","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1984","1984","3050","FAO TIER 1","kt","347.6317","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1985","1985","3050","FAO TIER 1","kt","308.8648","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1986","1986","3050","FAO TIER 1","kt","363.1866","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1987","1987","3050","FAO TIER 1","kt","389.761","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1988","1988","3050","FAO TIER 1","kt","387.2255","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1989","1989","3050","FAO TIER 1","kt","341.3102","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1990","1990","3050","FAO TIER 1","kt","256.377","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1991","1991","3050","FAO TIER 1","kt","267.7389","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1992","1992","3050","FAO TIER 1","kt","304.4689","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1993","1993","3050","FAO TIER 1","kt","286.559","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1994","1994","3050","FAO TIER 1","kt","286.7856","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1995","1995","3050","FAO TIER 1","kt","284.105","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1996","1996","3050","FAO TIER 1","kt","211.4758","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1997","1997","3050","FAO TIER 1","kt","198.6559","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1998","1998","3050","FAO TIER 1","kt","198.9202","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","1999","1999","3050","FAO TIER 1","kt","247.7098","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2000","2000","3050","FAO TIER 1","kt","238.0657","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2001","2001","3050","FAO TIER 1","kt","204.158","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2002","2002","3050","FAO TIER 1","kt","204.1076","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2003","2003","3050","FAO TIER 1","kt","206.6286","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2004","2004","3050","FAO TIER 1","kt","242.5053","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2005","2005","3050","FAO TIER 1","kt","254.3739","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2006","2006","3050","FAO TIER 1","kt","192.9908","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2007","2007","3050","FAO TIER 1","kt","187.7946","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2008","2008","3050","FAO TIER 1","kt","185.18","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2009","2009","3050","FAO TIER 1","kt","186.5675","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2010","2010","3050","FAO TIER 1","kt","176.8509","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2011","2011","3050","FAO TIER 1","kt","178.8278","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2012","2012","3050","FAO TIER 1","kt","156.7672","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2013","2013","3050","FAO TIER 1","kt","152.8608","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2014","2014","3050","FAO TIER 1","kt","152.0634","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2015","2015","3050","FAO TIER 1","kt","138.9103","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2016","2016","3050","FAO TIER 1","kt","126.2782","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2017","2017","3050","FAO TIER 1","kt","130.3229","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2018","2018","3050","FAO TIER 1","kt","121.6152","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2019","2019","3050","FAO TIER 1","kt","111.0857","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2020","2020","3050","FAO TIER 1","kt","108.9837","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2021","2021","3050","FAO TIER 1","kt","109.7298","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5060","Rice Cultivation","2022","2022","3050","FAO TIER 1","kt","105.4574","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1961","1961","3050","FAO TIER 1","kt","26.8074","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1961","1961","3050","FAO TIER 1","kt","0.695","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1962","1962","3050","FAO TIER 1","kt","28.1906","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1962","1962","3050","FAO TIER 1","kt","0.7309","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1963","1963","3050","FAO TIER 1","kt","30.5178","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1963","1963","3050","FAO TIER 1","kt","0.7912","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1964","1964","3050","FAO TIER 1","kt","31.5557","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1964","1964","3050","FAO TIER 1","kt","0.8181","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1965","1965","3050","FAO TIER 1","kt","34.362","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1965","1965","3050","FAO TIER 1","kt","0.8909","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1966","1966","3050","FAO TIER 1","kt","33.0904","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1966","1966","3050","FAO TIER 1","kt","0.8579","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1967","1967","3050","FAO TIER 1","kt","35.2601","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1967","1967","3050","FAO TIER 1","kt","0.9142","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1968","1968","3050","FAO TIER 1","kt","36.5073","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1968","1968","3050","FAO TIER 1","kt","0.9465","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1969","1969","3050","FAO TIER 1","kt","37.3811","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1969","1969","3050","FAO TIER 1","kt","0.9691","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1970","1970","3050","FAO TIER 1","kt","39.0854","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1970","1970","3050","FAO TIER 1","kt","1.0133","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1971","1971","3050","FAO TIER 1","kt","41.0439","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1971","1971","3050","FAO TIER 1","kt","1.0641","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1972","1972","3050","FAO TIER 1","kt","40.8558","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1972","1972","3050","FAO TIER 1","kt","1.0592","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1973","1973","3050","FAO TIER 1","kt","39.3382","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1973","1973","3050","FAO TIER 1","kt","1.0199","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1974","1974","3050","FAO TIER 1","kt","42.0213","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1974","1974","3050","FAO TIER 1","kt","1.0894","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1975","1975","3050","FAO TIER 1","kt","43.8095","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1975","1975","3050","FAO TIER 1","kt","1.1358","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1976","1976","3050","FAO TIER 1","kt","47.3995","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1976","1976","3050","FAO TIER 1","kt","1.2289","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1977","1977","3050","FAO TIER 1","kt","48.1408","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1977","1977","3050","FAO TIER 1","kt","1.2481","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1978","1978","3050","FAO TIER 1","kt","45.621","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1978","1978","3050","FAO TIER 1","kt","1.1828","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1979","1979","3050","FAO TIER 1","kt","47.2467","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1979","1979","3050","FAO TIER 1","kt","1.2249","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1980","1980","3050","FAO TIER 1","kt","48.1378","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1980","1980","3050","FAO TIER 1","kt","1.248","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1981","1981","3050","FAO TIER 1","kt","47.1992","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1981","1981","3050","FAO TIER 1","kt","1.2237","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1982","1982","3050","FAO TIER 1","kt","51.4865","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1982","1982","3050","FAO TIER 1","kt","1.3348","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1983","1983","3050","FAO TIER 1","kt","44.6266","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1983","1983","3050","FAO TIER 1","kt","1.157","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1984","1984","3050","FAO TIER 1","kt","48.6937","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1984","1984","3050","FAO TIER 1","kt","1.2624","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1985","1985","3050","FAO TIER 1","kt","48.6728","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1985","1985","3050","FAO TIER 1","kt","1.2619","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7225","Emissions (CH4)","5066","Burning - Crop residues","1986","1986","3050","FAO TIER 1","kt","53.0773","E","Estimated value",""
"GT","Emissions totals","076","Brazil","7230","Emissions (N2O)","5066","Burning - Crop residues","1986","1986","3050","FAO TIER 1","kt","1.3761","E","Estimated value",""
