Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Source Code,Source,Unit,Value,Flag,Flag Description,Note
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1994","1994","3050","FAO TIER 1","kt","0.7585","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","1995","1995","3050","FAO TIER 1","kt","13.9528","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1995","1995","3050","FAO TIER 1","kt","0.7585","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","1996","1996","3050","FAO TIER 1","kt","51.3766","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1996","1996","3050","FAO TIER 1","kt","1.7756","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","1997","1997","3050","FAO TIER 1","kt","51.2451","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1997","1997","3050","FAO TIER 1","kt","1.7654","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","1998","1998","3050","FAO TIER 1","kt","47.5363","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1998","1998","3050","FAO TIER 1","kt","1.6388","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","1999","1999","3050","FAO TIER 1","kt","60.7644","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","1999","1999","3050","FAO TIER 1","kt","2.0736","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2000","2000","3050","FAO TIER 1","kt","34.8544","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2000","2000","3050","FAO TIER 1","kt","1.2699","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2001","2001","3050","FAO TIER 1","kt","3.2493","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2001","2001","3050","FAO TIER 1","kt","0.2967","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2001","2001","3050","FAO TIER 1","kt","2278.7795","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2002","2002","3050","FAO TIER 1","kt","4.8911","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2002","2002","3050","FAO TIER 1","kt","0.4466","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2002","2002","3050","FAO TIER 1","kt","3430.1346","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2003","2003","3050","FAO TIER 1","kt","5.9558","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2003","2003","3050","FAO TIER 1","kt","0.5438","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2003","2003","3050","FAO TIER 1","kt","4176.8526","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2004","2004","3050","FAO TIER 1","kt","10.9828","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2004","2004","3050","FAO TIER 1","kt","1.0028","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2004","2004","3050","FAO TIER 1","kt","7702.3154","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2005","2005","3050","FAO TIER 1","kt","8.0899","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2005","2005","3050","FAO TIER 1","kt","0.7386","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2005","2005","3050","FAO TIER 1","kt","5673.4849","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2006","2006","3050","FAO TIER 1","kt","8.3956","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2006","2006","3050","FAO TIER 1","kt","0.7666","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2006","2006","3050","FAO TIER 1","kt","5887.896","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2007","2007","3050","FAO TIER 1","kt","7.2253","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2007","2007","3050","FAO TIER 1","kt","0.6597","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2007","2007","3050","FAO TIER 1","kt","5067.1354","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2008","2008","3050","FAO TIER 1","kt","12.4999","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2008","2008","3050","FAO TIER 1","kt","1.1413","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2008","2008","3050","FAO TIER 1","kt","8766.2338","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2009","2009","3050","FAO TIER 1","kt","9.6941","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2009","2009","3050","FAO TIER 1","kt","0.8851","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2009","2009","3050","FAO TIER 1","kt","6798.5231","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2010","2010","3050","FAO TIER 1","kt","5.1319","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2010","2010","3050","FAO TIER 1","kt","0.4686","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2010","2010","3050","FAO TIER 1","kt","3599.0426","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2011","2011","3050","FAO TIER 1","kt","5.3486","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2011","2011","3050","FAO TIER 1","kt","0.4884","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2011","2011","3050","FAO TIER 1","kt","3750.9995","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2012","2012","3050","FAO TIER 1","kt","4.709","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2012","2012","3050","FAO TIER 1","kt","0.4299","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2012","2012","3050","FAO TIER 1","kt","3302.413","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2013","2013","3050","FAO TIER 1","kt","6.1067","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2013","2013","3050","FAO TIER 1","kt","0.5576","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2013","2013","3050","FAO TIER 1","kt","4282.6418","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2014","2014","3050","FAO TIER 1","kt","1.4529","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2014","2014","3050","FAO TIER 1","kt","0.1327","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2014","2014","3050","FAO TIER 1","kt","1018.948","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2015","2015","3050","FAO TIER 1","kt","4.507","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2015","2015","3050","FAO TIER 1","kt","0.4115","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2015","2015","3050","FAO TIER 1","kt","3160.7478","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2016","2016","3050","FAO TIER 1","kt","2.1369","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2016","2016","3050","FAO TIER 1","kt","0.1951","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2016","2016","3050","FAO TIER 1","kt","1498.62","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2017","2017","3050","FAO TIER 1","kt","2.3792","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2017","2017","3050","FAO TIER 1","kt","0.2172","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2017","2017","3050","FAO TIER 1","kt","1668.5636","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2018","2018","3050","FAO TIER 1","kt","1.4281","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2018","2018","3050","FAO TIER 1","kt","0.1304","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2018","2018","3050","FAO TIER 1","kt","1001.5213","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2019","2019","3050","FAO TIER 1","kt","1.4825","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2019","2019","3050","FAO TIER 1","kt","0.1354","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2019","2019","3050","FAO TIER 1","kt","1039.66","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2020","2020","3050","FAO TIER 1","kt","16.0372","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2020","2020","3050","FAO TIER 1","kt","1.4643","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2020","2020","3050","FAO TIER 1","kt","11246.9377","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2021","2021","3050","FAO TIER 1","kt","4.0326","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7230","Emissions (N2O)","6797","Other forest","2021","2021","3050","FAO TIER 1","kt","0.3682","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7273","Emissions (CO2)","6797","Other forest","2021","2021","3050","FAO TIER 1","kt","2828.0623","E","Estimated value",""
"GI","Emissions from Fires","032","Argentina","7225","Emissions (CH4)","6797","Other forest","2022","2022","3050","FAO TIER 1","kt","5.212","E","Estimated value",""
