Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","1999","1999","1000 ha","128412","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2000","2000","1000 ha","128510","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2001","2001","1000 ha","128606","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2002","2002","1000 ha","128710","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2003","2003","1000 ha","129103.3","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2004","2004","1000 ha","129496.6","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2005","2005","1000 ha","129920.9","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2006","2006","1000 ha","130138.9","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2007","2007","1000 ha","129968.4","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2008","2008","1000 ha","127046.9","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2009","2009","1000 ha","124328.4","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2010","2010","1000 ha","126267.9","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2011","2011","1000 ha","125318.4","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2012","2012","1000 ha","124741.9","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2013","2013","1000 ha","122937.4","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2014","2014","1000 ha","120950.5261","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2015","2015","1000 ha","120753.5346","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2016","2016","1000 ha","118861.0795","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2017","2017","1000 ha","117629.9862","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2018","2018","1000 ha","115930.2309","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2019","2019","1000 ha","116598.6742","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2020","2020","1000 ha","117679.2504","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2021","2021","1000 ha","117978.4863","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6602","Agriculture","2022","2022","1000 ha","118848.377","I","Imputed value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1961","1961","1000 ha","137829","A","Official figure",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1961","1961","%","50.36","A","Official figure",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1961","1961","USD_PPP/ha","163.75","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1962","1962","1000 ha","136434","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1962","1962","%","49.85","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1962","1962","USD_PPP/ha","173.44","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1963","1963","1000 ha","134875","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1963","1963","%","49.28","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1963","1963","USD_PPP/ha","191.46","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1964","1964","1000 ha","133297","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1964","1964","%","48.71","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1964","1964","USD_PPP/ha","180.75","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1965","1965","1000 ha","131780","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1965","1965","%","48.15","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1965","1965","USD_PPP/ha","175.19","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1966","1966","1000 ha","130948","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1966","1966","%","47.85","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1966","1966","USD_PPP/ha","194","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1967","1967","1000 ha","129703","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1967","1967","%","47.39","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1967","1967","USD_PPP/ha","212.23","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1968","1968","1000 ha","129235","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1968","1968","%","47.22","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1968","1968","USD_PPP/ha","202.08","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1969","1969","1000 ha","127382","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1969","1969","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1969","1969","USD_PPP/ha","220.94","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1970","1970","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1970","1970","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1970","1970","USD_PPP/ha","218.03","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1971","1971","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1971","1971","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1971","1971","USD_PPP/ha","203.21","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1972","1972","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1972","1972","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1972","1972","USD_PPP/ha","201.59","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1973","1973","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1973","1973","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1973","1973","USD_PPP/ha","210.22","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1974","1974","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1974","1974","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1974","1974","USD_PPP/ha","222.23","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1975","1975","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1975","1975","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1975","1975","USD_PPP/ha","228.35","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1976","1976","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1976","1976","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1976","1976","USD_PPP/ha","250.08","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1977","1977","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1977","1977","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1977","1977","USD_PPP/ha","250.61","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1978","1978","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1978","1978","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1978","1978","USD_PPP/ha","268.44","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1979","1979","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1979","1979","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1979","1979","USD_PPP/ha","269.32","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1980","1980","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1980","1980","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1980","1980","USD_PPP/ha","248.85","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1981","1981","1000 ha","127383","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1981","1981","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1981","1981","USD_PPP/ha","265.41","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1982","1982","1000 ha","127384","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1982","1982","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1982","1982","USD_PPP/ha","271.89","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1983","1983","1000 ha","127385","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1983","1983","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1983","1983","USD_PPP/ha","264.09","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1984","1984","1000 ha","127384","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1984","1984","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1984","1984","USD_PPP/ha","273.05","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1985","1985","1000 ha","127384","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1985","1985","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1985","1985","USD_PPP/ha","276.51","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1986","1986","1000 ha","127384","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1986","1986","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1986","1986","USD_PPP/ha","282.57","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1987","1987","1000 ha","127384","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1987","1987","%","46.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1987","1987","USD_PPP/ha","268.04","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1988","1988","1000 ha","127380","A","Official figure",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1988","1988","%","46.55","A","Official figure",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1988","1988","USD_PPP/ha","276.67","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1989","1989","1000 ha","127470","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1989","1989","%","46.58","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1989","1989","USD_PPP/ha","256.6","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1990","1990","1000 ha","127565","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1990","1990","%","46.61","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1990","1990","USD_PPP/ha","285.69","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1991","1991","1000 ha","127660","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1991","1991","%","46.65","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1991","1991","USD_PPP/ha","294.35","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1992","1992","1000 ha","127755","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1992","1992","%","46.68","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1992","1992","USD_PPP/ha","293.79","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1993","1993","1000 ha","127850","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1993","1993","%","46.72","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1993","1993","USD_PPP/ha","292.19","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1994","1994","1000 ha","127948","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1994","1994","%","46.75","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1994","1994","USD_PPP/ha","306.57","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1995","1995","1000 ha","128045","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1995","1995","%","46.79","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1995","1995","USD_PPP/ha","326.75","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1996","1996","1000 ha","128142","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1996","1996","%","46.82","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1996","1996","USD_PPP/ha","317.99","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1997","1997","1000 ha","128235","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1997","1997","%","46.86","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1997","1997","USD_PPP/ha","341.68","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1998","1998","1000 ha","128330","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1998","1998","%","46.89","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1998","1998","USD_PPP/ha","366.12","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","1999","1999","1000 ha","128412","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","1999","1999","%","46.92","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","1999","1999","USD_PPP/ha","372.18","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2000","2000","1000 ha","128510","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2000","2000","%","46.96","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2000","2000","USD_PPP/ha","374.61","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2001","2001","1000 ha","128606","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2001","2001","%","46.99","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2001","2001","USD_PPP/ha","375.42","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2002","2002","1000 ha","128710","A","Official figure",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2002","2002","%","47.03","A","Official figure",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2002","2002","USD_PPP/ha","371.92","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2003","2003","1000 ha","129103.3","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2003","2003","%","47.17","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2003","2003","USD_PPP/ha","384.29","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2004","2004","1000 ha","129496.6","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2004","2004","%","47.32","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2004","2004","USD_PPP/ha","397.45","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2005","2005","1000 ha","129920.9","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2005","2005","%","47.47","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2005","2005","USD_PPP/ha","444.38","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2006","2006","1000 ha","130138.9","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2006","2006","%","47.55","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2006","2006","USD_PPP/ha","438.26","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2007","2007","1000 ha","129968.4","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2007","2007","%","47.49","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2007","2007","USD_PPP/ha","480.37","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2008","2008","1000 ha","127046.9","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2008","2008","%","46.42","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2008","2008","USD_PPP/ha","497.72","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2009","2009","1000 ha","124328.4","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2009","2009","%","45.43","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2009","2009","USD_PPP/ha","425.77","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2010","2010","1000 ha","126267.9","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2010","2010","%","46.14","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2010","2010","USD_PPP/ha","487.03","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2011","2011","1000 ha","125318.4","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2011","2011","%","45.79","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2011","2011","USD_PPP/ha","517.59","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2012","2012","1000 ha","124741.9","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2012","2012","%","45.58","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2012","2012","USD_PPP/ha","483.44","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2013","2013","1000 ha","122937.4","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2013","2013","%","44.92","E","Estimated value",""
"RL","Land Use","032","Argentina","7278","Value of agricultural production (Int. $) per Area","6610","Agricultural land","2013","2013","USD_PPP/ha","530.25","E","Estimated value",""
"RL","Land Use","032","Argentina","5110","Area","6610","Agricultural land","2014","2014","1000 ha","120950.5261","I","Imputed value",""
"RL","Land Use","032","Argentina","7209","Share in Land area","6610","Agricultural land","2014","2014","%","44.2","E","Estimated value",""
